"TAX","GOV","obsTime","obsValue"
"Social Security Tax","FED",1995,0
"Social Security Tax","FED",1996,0
"Social Security Tax","FED",1997,0
"Social Security Tax","FED",1998,0
"Social Security Tax","FED",1999,0
"Social Security Tax","FED",2000,0
"Social Security Tax","FED",2001,0
"Social Security Tax","FED",2002,0
"Social Security Tax","FED",2003,0
"Social Security Tax","FED",2004,0
"Social Security Tax","FED",2005,0
"Social Security Tax","FED",2006,0
"Social Security Tax","FED",2007,0
"Social Security Tax","FED",2008,0
"Social Security Tax","FED",2009,0
"Social Security Tax","FED",2010,0
"Social Security Tax","FED",2011,0
"Social Security Tax","FED",2012,0
"Social Security Tax","FED",2013,0
"Social Security Tax","FED",2014,0
"Social Security Tax","FED",2015,0
"Social Security Tax","FED",2016,0
"Social Security Tax","FED",2017,0
"Social Security Tax","FED",2018,0
"Social Security Tax","STATE",1973,0
"Social Security Tax","STATE",1974,0
"Social Security Tax","STATE",1975,0
"Social Security Tax","STATE",1976,0
"Social Security Tax","STATE",1977,0
"Social Security Tax","STATE",1978,0
"Social Security Tax","STATE",1979,0
"Social Security Tax","STATE",1980,0
"Social Security Tax","STATE",1981,0
"Social Security Tax","STATE",1982,0
"Social Security Tax","STATE",1983,0
"Social Security Tax","STATE",1984,0
"Social Security Tax","STATE",1985,0
"Social Security Tax","STATE",1986,0
"Social Security Tax","STATE",1987,0
"Social Security Tax","STATE",1988,0
"Social Security Tax","STATE",1989,0
"Social Security Tax","STATE",1990,0
"Social Security Tax","STATE",1991,0
"Social Security Tax","STATE",1992,0
"Social Security Tax","STATE",1993,0
"Social Security Tax","STATE",1994,0
"Social Security Tax","STATE",1995,0
"Social Security Tax","STATE",1996,0
"Social Security Tax","STATE",1997,0
"Social Security Tax","STATE",1998,0
"Social Security Tax","STATE",1999,0
"Social Security Tax","STATE",2000,0
"Social Security Tax","STATE",2001,0
"Social Security Tax","STATE",2002,0
"Social Security Tax","STATE",2003,0
"Social Security Tax","STATE",2004,0
"Social Security Tax","STATE",2005,0
"Social Security Tax","STATE",2006,0
"Social Security Tax","STATE",2007,0
"Social Security Tax","STATE",2008,0
"Social Security Tax","STATE",2009,0
"Social Security Tax","STATE",2010,0
"Social Security Tax","STATE",2011,0
"Social Security Tax","STATE",2012,0
"Social Security Tax","STATE",2013,0
"Social Security Tax","STATE",2014,0
"Social Security Tax","STATE",2015,0
"Social Security Tax","STATE",2016,0
"Social Security Tax","STATE",2017,0
"Social Security Tax","STATE",2018,0
"Social Security Tax","LOCAL",1973,0
"Social Security Tax","LOCAL",1974,0
"Social Security Tax","LOCAL",1975,0
"Social Security Tax","LOCAL",1976,0
"Social Security Tax","LOCAL",1977,0
"Social Security Tax","LOCAL",1978,0
"Social Security Tax","LOCAL",1979,0
"Social Security Tax","LOCAL",1980,0
"Social Security Tax","LOCAL",1981,0
"Social Security Tax","LOCAL",1982,0
"Social Security Tax","LOCAL",1983,0
"Social Security Tax","LOCAL",1984,0
"Social Security Tax","LOCAL",1985,0
"Social Security Tax","LOCAL",1986,0
"Social Security Tax","LOCAL",1987,0
"Social Security Tax","LOCAL",1988,0
"Social Security Tax","LOCAL",1989,0
"Social Security Tax","LOCAL",1990,0
"Social Security Tax","LOCAL",1991,0
"Social Security Tax","LOCAL",1992,0
"Social Security Tax","LOCAL",1993,0
"Social Security Tax","LOCAL",1994,0
"Social Security Tax","LOCAL",1995,0
"Social Security Tax","LOCAL",1996,0
"Social Security Tax","LOCAL",1997,0
"Social Security Tax","LOCAL",1998,0
"Social Security Tax","LOCAL",1999,0
"Social Security Tax","LOCAL",2000,0
"Social Security Tax","LOCAL",2001,0
"Social Security Tax","LOCAL",2002,0
"Social Security Tax","LOCAL",2003,0
"Social Security Tax","LOCAL",2004,0
"Social Security Tax","LOCAL",2005,0
"Social Security Tax","LOCAL",2006,0
"Social Security Tax","LOCAL",2007,0
"Social Security Tax","LOCAL",2008,0
"Social Security Tax","LOCAL",2009,0
"Social Security Tax","LOCAL",2010,0
"Social Security Tax","LOCAL",2011,0
"Social Security Tax","LOCAL",2012,0
"Social Security Tax","LOCAL",2013,0
"Social Security Tax","LOCAL",2014,0
"Social Security Tax","LOCAL",2015,0
"Social Security Tax","LOCAL",2016,0
"Social Security Tax","LOCAL",2017,0
"Social Security Tax","LOCAL",2018,0
"Social Security Tax","SOCSEC",1973,63404
"Social Security Tax","SOCSEC",1974,75476
"Social Security Tax","SOCSEC",1975,85039
"Social Security Tax","SOCSEC",1976,91386
"Social Security Tax","SOCSEC",1977,107735
"Social Security Tax","SOCSEC",1978,122748
"Social Security Tax","SOCSEC",1979,141162
"Social Security Tax","SOCSEC",1980,159763
"Social Security Tax","SOCSEC",1981,185373
"Social Security Tax","SOCSEC",1982,203846
"Social Security Tax","SOCSEC",1983,211491
"Social Security Tax","SOCSEC",1984,242555
"Social Security Tax","SOCSEC",1985,269144
"Social Security Tax","SOCSEC",1986,289039
"Social Security Tax","SOCSEC",1987,310185
"Social Security Tax","SOCSEC",1988,343186
"Social Security Tax","SOCSEC",1989,370413
"Social Security Tax","SOCSEC",1990,396972
"Social Security Tax","SOCSEC",1991,415220
"Social Security Tax","SOCSEC",1992,437751
"Social Security Tax","SOCSEC",1993,458174
"Social Security Tax","SOCSEC",1994,487580
"Social Security Tax","SOCSEC",1995,510476
"Social Security Tax","SOCSEC",1996,533666
"Social Security Tax","SOCSEC",1997,565504
"Social Security Tax","SOCSEC",1998,602915
"Social Security Tax","SOCSEC",1999,638518
"Social Security Tax","SOCSEC",2000,683104
"Social Security Tax","SOCSEC",2001,707932
"Social Security Tax","SOCSEC",2002,723678
"Social Security Tax","SOCSEC",2003,748486
"Social Security Tax","SOCSEC",2004,794037
"Social Security Tax","SOCSEC",2005,831410
"Social Security Tax","SOCSEC",2006,873157
"Social Security Tax","SOCSEC",2007,907357
"Social Security Tax","SOCSEC",2008,930149
"Social Security Tax","SOCSEC",2009,902378
"Social Security Tax","SOCSEC",2010,917409
"Social Security Tax","SOCSEC",2011,847151
"Social Security Tax","SOCSEC",2012,880301
"Social Security Tax","SOCSEC",2013,1030098
"Social Security Tax","SOCSEC",2014,1077038
"Social Security Tax","SOCSEC",2015,1126110
"Social Security Tax","SOCSEC",2016,1153644
"Social Security Tax","SOCSEC",2017,1204452
"Social Security Tax","SOCSEC",2018,1256673
"Social Security Tax","NES",1965,22192
"Social Security Tax","NES",1966,25601
"Social Security Tax","NES",1967,32927
"Social Security Tax","NES",1968,34111
"Social Security Tax","NES",1969,39384
"Social Security Tax","NES",1970,44517
"Social Security Tax","NES",1971,47348
"Social Security Tax","NES",1972,52716
"Social Security Tax","NES",1973,63404
"Social Security Tax","NES",1974,75476
"Social Security Tax","NES",1975,85039
"Social Security Tax","NES",1976,91386
"Social Security Tax","NES",1977,107735
"Social Security Tax","NES",1978,122748
"Social Security Tax","NES",1979,141162
"Social Security Tax","NES",1980,159763
"Social Security Tax","NES",1981,185373
"Social Security Tax","NES",1982,203846
"Social Security Tax","NES",1983,211491
"Social Security Tax","NES",1984,242555
"Social Security Tax","NES",1985,269144
"Social Security Tax","NES",1986,289039
"Social Security Tax","NES",1987,310185
"Social Security Tax","NES",1988,343186
"Social Security Tax","NES",1989,370413
"Social Security Tax","NES",1990,396972
"Social Security Tax","NES",1991,415220
"Social Security Tax","NES",1992,437751
"Social Security Tax","NES",1993,458174
"Social Security Tax","NES",1994,487580
"Social Security Tax","NES",1995,510476
"Social Security Tax","NES",1996,533666
"Social Security Tax","NES",1997,565504
"Social Security Tax","NES",1998,602915
"Social Security Tax","NES",1999,638518
"Social Security Tax","NES",2000,683104
"Social Security Tax","NES",2001,707932
"Social Security Tax","NES",2002,723678
"Social Security Tax","NES",2003,748486
"Social Security Tax","NES",2004,794037
"Social Security Tax","NES",2005,831410
"Social Security Tax","NES",2006,873157
"Social Security Tax","NES",2007,907357
"Social Security Tax","NES",2008,930149
"Social Security Tax","NES",2009,902378
"Social Security Tax","NES",2010,917409
"Social Security Tax","NES",2011,847151
"Social Security Tax","NES",2012,880301
"Social Security Tax","NES",2013,1030098
"Social Security Tax","NES",2014,1077038
"Social Security Tax","NES",2015,1126110
"Social Security Tax","NES",2016,1153644
"Social Security Tax","NES",2017,1204452
"Social Security Tax","NES",2018,1256673
"Payroll Tax","FED",1973,0
"Payroll Tax","FED",1974,0
"Payroll Tax","FED",1975,0
"Payroll Tax","FED",1976,0
"Payroll Tax","FED",1977,0
"Payroll Tax","FED",1978,0
"Payroll Tax","FED",1979,0
"Payroll Tax","FED",1980,0
"Payroll Tax","FED",1981,0
"Payroll Tax","FED",1982,0
"Payroll Tax","FED",1983,0
"Payroll Tax","FED",1984,0
"Payroll Tax","FED",1985,0
"Payroll Tax","FED",1986,0
"Payroll Tax","FED",1987,0
"Payroll Tax","FED",1988,0
"Payroll Tax","FED",1989,0
"Payroll Tax","FED",1990,0
"Payroll Tax","FED",1991,0
"Payroll Tax","FED",1992,0
"Payroll Tax","FED",1993,0
"Payroll Tax","FED",1994,0
"Payroll Tax","FED",1995,0
"Payroll Tax","FED",1996,0
"Payroll Tax","FED",1997,0
"Payroll Tax","FED",1998,0
"Payroll Tax","FED",1999,0
"Payroll Tax","FED",2000,0
"Payroll Tax","FED",2001,0
"Payroll Tax","FED",2002,0
"Payroll Tax","FED",2003,0
"Payroll Tax","FED",2004,0
"Payroll Tax","FED",2005,0
"Payroll Tax","FED",2006,0
"Payroll Tax","FED",2007,0
"Payroll Tax","FED",2008,0
"Payroll Tax","FED",2009,0
"Payroll Tax","FED",2010,0
"Payroll Tax","FED",2011,0
"Payroll Tax","FED",2012,0
"Payroll Tax","FED",2013,0
"Payroll Tax","FED",2014,0
"Payroll Tax","FED",2015,0
"Payroll Tax","FED",2016,0
"Payroll Tax","FED",2017,0
"Payroll Tax","STATE",1973,0
"Payroll Tax","STATE",1974,0
"Payroll Tax","STATE",1975,0
"Payroll Tax","STATE",1976,0
"Payroll Tax","STATE",1977,0
"Payroll Tax","STATE",1978,0
"Payroll Tax","STATE",1979,0
"Payroll Tax","STATE",1980,0
"Payroll Tax","STATE",1981,0
"Payroll Tax","STATE",1982,0
"Payroll Tax","STATE",1983,0
"Payroll Tax","STATE",1984,0
"Payroll Tax","STATE",1985,0
"Payroll Tax","STATE",1986,0
"Payroll Tax","STATE",1987,0
"Payroll Tax","STATE",1988,0
"Payroll Tax","STATE",1989,0
"Payroll Tax","STATE",1990,0
"Payroll Tax","STATE",1991,0
"Payroll Tax","STATE",1992,0
"Payroll Tax","STATE",1993,0
"Payroll Tax","STATE",1994,0
"Payroll Tax","STATE",1995,0
"Payroll Tax","STATE",1996,0
"Payroll Tax","STATE",1997,0
"Payroll Tax","STATE",1998,0
"Payroll Tax","STATE",1999,0
"Payroll Tax","STATE",2000,0
"Payroll Tax","STATE",2001,0
"Payroll Tax","STATE",2002,0
"Payroll Tax","STATE",2003,0
"Payroll Tax","STATE",2004,0
"Payroll Tax","STATE",2005,0
"Payroll Tax","STATE",2006,0
"Payroll Tax","STATE",2007,285
"Payroll Tax","STATE",2008,269
"Payroll Tax","STATE",2009,308
"Payroll Tax","STATE",2010,2285
"Payroll Tax","STATE",2011,1764
"Payroll Tax","STATE",2012,1696
"Payroll Tax","STATE",2013,1591
"Payroll Tax","STATE",2014,1653
"Payroll Tax","STATE",2015,1745
"Payroll Tax","STATE",2016,1876
"Payroll Tax","STATE",2017,2050
"Payroll Tax","STATE",2018,2090
"Payroll Tax","LOCAL",1973,0
"Payroll Tax","LOCAL",1974,0
"Payroll Tax","LOCAL",1975,0
"Payroll Tax","LOCAL",1976,0
"Payroll Tax","LOCAL",1977,0
"Payroll Tax","LOCAL",1978,0
"Payroll Tax","LOCAL",1979,0
"Payroll Tax","LOCAL",1980,0
"Payroll Tax","LOCAL",1981,0
"Payroll Tax","LOCAL",1982,0
"Payroll Tax","LOCAL",1983,0
"Payroll Tax","LOCAL",1984,0
"Payroll Tax","LOCAL",1985,0
"Payroll Tax","LOCAL",1986,0
"Payroll Tax","LOCAL",1987,0
"Payroll Tax","LOCAL",1988,0
"Payroll Tax","LOCAL",1989,0
"Payroll Tax","LOCAL",1990,0
"Payroll Tax","LOCAL",1991,0
"Payroll Tax","LOCAL",1992,0
"Payroll Tax","LOCAL",1993,0
"Payroll Tax","LOCAL",1994,0
"Payroll Tax","LOCAL",1995,0
"Payroll Tax","LOCAL",1996,0
"Payroll Tax","LOCAL",1997,0
"Payroll Tax","LOCAL",1998,0
"Payroll Tax","LOCAL",1999,0
"Payroll Tax","LOCAL",2000,0
"Payroll Tax","LOCAL",2001,0
"Payroll Tax","LOCAL",2002,0
"Payroll Tax","LOCAL",2003,0
"Payroll Tax","LOCAL",2004,0
"Payroll Tax","LOCAL",2005,0
"Payroll Tax","LOCAL",2006,0
"Payroll Tax","LOCAL",2007,0
"Payroll Tax","LOCAL",2008,0
"Payroll Tax","LOCAL",2009,0
"Payroll Tax","LOCAL",2010,0
"Payroll Tax","LOCAL",2011,0
"Payroll Tax","LOCAL",2012,0
"Payroll Tax","LOCAL",2013,0
"Payroll Tax","LOCAL",2014,0
"Payroll Tax","LOCAL",2015,0
"Payroll Tax","LOCAL",2016,0
"Payroll Tax","LOCAL",2017,0
"Payroll Tax","SOCSEC",1973,0
"Payroll Tax","SOCSEC",1974,0
"Payroll Tax","SOCSEC",1975,0
"Payroll Tax","SOCSEC",1976,0
"Payroll Tax","SOCSEC",1977,0
"Payroll Tax","SOCSEC",1978,0
"Payroll Tax","SOCSEC",1979,0
"Payroll Tax","SOCSEC",1980,0
"Payroll Tax","SOCSEC",1981,0
"Payroll Tax","SOCSEC",1982,0
"Payroll Tax","SOCSEC",1983,0
"Payroll Tax","SOCSEC",1984,0
"Payroll Tax","SOCSEC",1985,0
"Payroll Tax","SOCSEC",1986,0
"Payroll Tax","SOCSEC",1987,0
"Payroll Tax","SOCSEC",1988,0
"Payroll Tax","SOCSEC",1989,0
"Payroll Tax","SOCSEC",1990,0
"Payroll Tax","SOCSEC",1991,0
"Payroll Tax","SOCSEC",1992,0
"Payroll Tax","SOCSEC",1993,0
"Payroll Tax","SOCSEC",1994,0
"Payroll Tax","SOCSEC",1995,0
"Payroll Tax","SOCSEC",1996,0
"Payroll Tax","SOCSEC",1997,0
"Payroll Tax","SOCSEC",1998,0
"Payroll Tax","SOCSEC",1999,0
"Payroll Tax","SOCSEC",2000,0
"Payroll Tax","SOCSEC",2001,0
"Payroll Tax","SOCSEC",2002,0
"Payroll Tax","SOCSEC",2003,0
"Payroll Tax","SOCSEC",2004,0
"Payroll Tax","SOCSEC",2005,0
"Payroll Tax","SOCSEC",2006,0
"Payroll Tax","SOCSEC",2007,0
"Payroll Tax","SOCSEC",2008,0
"Payroll Tax","SOCSEC",2009,0
"Payroll Tax","SOCSEC",2010,0
"Payroll Tax","SOCSEC",2011,0
"Payroll Tax","SOCSEC",2012,0
"Payroll Tax","SOCSEC",2013,0
"Payroll Tax","SOCSEC",2014,0
"Payroll Tax","SOCSEC",2015,0
"Payroll Tax","SOCSEC",2016,0
"Payroll Tax","SOCSEC",2017,0
"Payroll Tax","NES",1965,0
"Payroll Tax","NES",1966,0
"Payroll Tax","NES",1967,0
"Payroll Tax","NES",1968,0
"Payroll Tax","NES",1969,0
"Payroll Tax","NES",1970,0
"Payroll Tax","NES",1971,0
"Payroll Tax","NES",1972,0
"Payroll Tax","NES",1973,0
"Payroll Tax","NES",1974,0
"Payroll Tax","NES",1975,0
"Payroll Tax","NES",1976,0
"Payroll Tax","NES",1977,0
"Payroll Tax","NES",1978,0
"Payroll Tax","NES",1979,0
"Payroll Tax","NES",1980,0
"Payroll Tax","NES",1981,0
"Payroll Tax","NES",1982,0
"Payroll Tax","NES",1983,0
"Payroll Tax","NES",1984,0
"Payroll Tax","NES",1985,0
"Payroll Tax","NES",1986,0
"Payroll Tax","NES",1987,0
"Payroll Tax","NES",1988,0
"Payroll Tax","NES",1989,0
"Payroll Tax","NES",1990,0
"Payroll Tax","NES",2000,0
"Payroll Tax","NES",2007,285
"Payroll Tax","NES",2008,269
"Payroll Tax","NES",2009,308
"Payroll Tax","NES",2010,2285
"Payroll Tax","NES",2011,1764
"Payroll Tax","NES",2012,1696
"Payroll Tax","NES",2013,1591
"Payroll Tax","NES",2014,1653
"Payroll Tax","NES",2015,1745
"Payroll Tax","NES",2016,1876
"Payroll Tax","NES",2017,2050
"Payroll Tax","NES",2018,2090
"Property Tax","FED",1973,4986
"Property Tax","FED",1974,5097
"Property Tax","FED",1975,4613
"Property Tax","FED",1976,5217
"Property Tax","FED",1977,7327
"Property Tax","FED",1978,5285
"Property Tax","FED",1979,5411
"Property Tax","FED",1980,6390
"Property Tax","FED",1981,6787
"Property Tax","FED",1982,7991
"Property Tax","FED",1983,6053
"Property Tax","FED",1984,6010
"Property Tax","FED",1985,6422
"Property Tax","FED",1986,6958
"Property Tax","FED",1987,7493
"Property Tax","FED",1988,7594
"Property Tax","FED",1989,8745
"Property Tax","FED",1990,11597
"Property Tax","FED",1991,11000
"Property Tax","FED",1992,11281
"Property Tax","FED",1993,12903
"Property Tax","FED",1994,15108
"Property Tax","FED",1995,14948
"Property Tax","FED",1996,17489
"Property Tax","FED",1997,20564
"Property Tax","FED",1998,25159
"Property Tax","FED",1999,28770
"Property Tax","FED",2000,28101
"Property Tax","FED",2001,27951
"Property Tax","FED",2002,25302
"Property Tax","FED",2003,21976
"Property Tax","FED",2004,24615
"Property Tax","FED",2005,24989
"Property Tax","FED",2006,27833
"Property Tax","FED",2007,26471
"Property Tax","FED",2008,28263
"Property Tax","FED",2009,20611
"Property Tax","FED",2010,15079
"Property Tax","FED",2011,9644
"Property Tax","FED",2012,14074
"Property Tax","FED",2013,20872
"Property Tax","FED",2014,18793
"Property Tax","FED",2015,20191
"Property Tax","FED",2016,20053
"Property Tax","FED",2017,273151
"Property Tax","FED",2018,23348
"Property Tax","STATE",1973,3306
"Property Tax","STATE",1974,49682
"Property Tax","STATE",1975,3284
"Property Tax","STATE",1976,59059
"Property Tax","STATE",1977,4696
"Property Tax","STATE",1978,69011
"Property Tax","STATE",1979,5346
"Property Tax","STATE",1980,5916
"Property Tax","STATE",1981,6040
"Property Tax","STATE",1982,6173
"Property Tax","STATE",1983,6503
"Property Tax","STATE",1984,7301
"Property Tax","STATE",1985,7902
"Property Tax","STATE",1986,8781
"Property Tax","STATE",1987,10277
"Property Tax","STATE",1988,10645
"Property Tax","STATE",1989,11301
"Property Tax","STATE",1990,12206
"Property Tax","STATE",1991,12801
"Property Tax","STATE",1992,14453
"Property Tax","STATE",1993,14847
"Property Tax","STATE",1994,16618
"Property Tax","STATE",1995,16880
"Property Tax","STATE",1996,19075
"Property Tax","STATE",1997,19695
"Property Tax","STATE",1998,22272
"Property Tax","STATE",1999,24108
"Property Tax","STATE",2000,21898
"Property Tax","STATE",2001,22930
"Property Tax","STATE",2002,22965
"Property Tax","STATE",2003,25223
"Property Tax","STATE",2004,25167
"Property Tax","STATE",2005,28808
"Property Tax","STATE",2006,28603
"Property Tax","STATE",2007,27237
"Property Tax","STATE",2008,24144
"Property Tax","STATE",2009,22142
"Property Tax","STATE",2010,23076
"Property Tax","STATE",2011,23062
"Property Tax","STATE",2012,23611
"Property Tax","STATE",2013,27686
"Property Tax","STATE",2014,28175
"Property Tax","STATE",2015,28998
"Property Tax","STATE",2016,31101
"Property Tax","STATE",2017,31868
"Property Tax","STATE",2018,33343
"Property Tax","LOCAL",1973,43970
"Property Tax","LOCAL",1974,0
"Property Tax","LOCAL",1975,50040
"Property Tax","LOCAL",1976,0
"Property Tax","LOCAL",1977,60275
"Property Tax","LOCAL",1978,0
"Property Tax","LOCAL",1979,62453
"Property Tax","LOCAL",1980,65607
"Property Tax","LOCAL",1981,72020
"Property Tax","LOCAL",1982,78805
"Property Tax","LOCAL",1983,85973
"Property Tax","LOCAL",1984,92595
"Property Tax","LOCAL",1985,99772
"Property Tax","LOCAL",1986,107356
"Property Tax","LOCAL",1987,116710
"Property Tax","LOCAL",1988,127287
"Property Tax","LOCAL",1989,137197
"Property Tax","LOCAL",1990,158605
"Property Tax","LOCAL",1991,172930
"Property Tax","LOCAL",1992,180460
"Property Tax","LOCAL",1993,183238
"Property Tax","LOCAL",1994,194372
"Property Tax","LOCAL",1995,197392
"Property Tax","LOCAL",1996,206327
"Property Tax","LOCAL",1997,217750
"Property Tax","LOCAL",1998,224839
"Property Tax","LOCAL",1999,236140
"Property Tax","LOCAL",2000,249547
"Property Tax","LOCAL",2001,262838
"Property Tax","LOCAL",2002,285984
"Property Tax","LOCAL",2003,307404
"Property Tax","LOCAL",2004,330520
"Property Tax","LOCAL",2005,359344
"Property Tax","LOCAL",2006,382035
"Property Tax","LOCAL",2007,409343
"Property Tax","LOCAL",2008,418887
"Property Tax","LOCAL",2009,436582
"Property Tax","LOCAL",2010,435266
"Property Tax","LOCAL",2011,437086
"Property Tax","LOCAL",2012,443044
"Property Tax","LOCAL",2013,454662
"Property Tax","LOCAL",2014,473261
"Property Tax","LOCAL",2015,486956
"Property Tax","LOCAL",2016,507901
"Property Tax","LOCAL",2017,532699
"Property Tax","LOCAL",2018,554236
"Property Tax","SOCSEC",1973,0
"Property Tax","SOCSEC",1974,0
"Property Tax","SOCSEC",1975,0
"Property Tax","SOCSEC",1976,0
"Property Tax","SOCSEC",1977,0
"Property Tax","SOCSEC",1978,0
"Property Tax","SOCSEC",1979,0
"Property Tax","SOCSEC",1980,0
"Property Tax","SOCSEC",1981,0
"Property Tax","SOCSEC",1982,0
"Property Tax","SOCSEC",1983,0
"Property Tax","SOCSEC",1984,0
"Property Tax","SOCSEC",1985,0
"Property Tax","SOCSEC",1986,0
"Property Tax","SOCSEC",1987,0
"Property Tax","SOCSEC",1988,0
"Property Tax","SOCSEC",1989,0
"Property Tax","SOCSEC",1990,0
"Property Tax","SOCSEC",1991,0
"Property Tax","SOCSEC",1992,0
"Property Tax","SOCSEC",1993,0
"Property Tax","SOCSEC",1994,0
"Property Tax","SOCSEC",1995,0
"Property Tax","SOCSEC",1996,0
"Property Tax","SOCSEC",1997,0
"Property Tax","SOCSEC",1998,0
"Property Tax","SOCSEC",1999,0
"Property Tax","SOCSEC",2000,0
"Property Tax","SOCSEC",2001,0
"Property Tax","SOCSEC",2002,0
"Property Tax","SOCSEC",2003,0
"Property Tax","SOCSEC",2004,0
"Property Tax","SOCSEC",2005,0
"Property Tax","SOCSEC",2006,0
"Property Tax","SOCSEC",2007,0
"Property Tax","SOCSEC",2008,0
"Property Tax","SOCSEC",2009,0
"Property Tax","SOCSEC",2010,0
"Property Tax","SOCSEC",2011,0
"Property Tax","SOCSEC",2012,0
"Property Tax","SOCSEC",2013,0
"Property Tax","SOCSEC",2014,0
"Property Tax","SOCSEC",2015,0
"Property Tax","SOCSEC",2016,0
"Property Tax","SOCSEC",2017,0
"Property Tax","SOCSEC",2018,0
"Property Tax","NES",1965,26529
"Property Tax","NES",1966,28758
"Property Tax","NES",1967,30291
"Property Tax","NES",1968,32085
"Property Tax","NES",1969,35681
"Property Tax","NES",1970,39163
"Property Tax","NES",1971,43140
"Property Tax","NES",1972,49440
"Property Tax","NES",1973,52262
"Property Tax","NES",1974,54779
"Property Tax","NES",1975,57937
"Property Tax","NES",1976,64276
"Property Tax","NES",1977,72298
"Property Tax","NES",1978,74296
"Property Tax","NES",1979,73210
"Property Tax","NES",1980,77913
"Property Tax","NES",1981,84847
"Property Tax","NES",1982,92969
"Property Tax","NES",1983,98529
"Property Tax","NES",1984,105906
"Property Tax","NES",1985,114096
"Property Tax","NES",1986,123095
"Property Tax","NES",1987,134480
"Property Tax","NES",1988,145526
"Property Tax","NES",1989,157243
"Property Tax","NES",1990,182408
"Property Tax","NES",1991,196731
"Property Tax","NES",1992,206194
"Property Tax","NES",1993,210988
"Property Tax","NES",1994,226098
"Property Tax","NES",1995,229220
"Property Tax","NES",1996,242891
"Property Tax","NES",1997,258009
"Property Tax","NES",1998,272270
"Property Tax","NES",1999,289018
"Property Tax","NES",2000,299546
"Property Tax","NES",2001,313719
"Property Tax","NES",2002,334251
"Property Tax","NES",2003,354603
"Property Tax","NES",2004,380302
"Property Tax","NES",2005,413141
"Property Tax","NES",2006,438471
"Property Tax","NES",2007,463051
"Property Tax","NES",2008,471294
"Property Tax","NES",2009,479335
"Property Tax","NES",2010,473421
"Property Tax","NES",2011,469792
"Property Tax","NES",2012,480729
"Property Tax","NES",2013,503220
"Property Tax","NES",2014,520229
"Property Tax","NES",2015,536145
"Property Tax","NES",2016,559055
"Property Tax","NES",2017,837718
"Property Tax","NES",2018,610928
